Unidad Administrativa,Direcciones/Subdirecciones,"Áreas (ejemplo: Personal, Financieros, recursos materiales, Distritos de Riego, Observatorios, Meteorológicos, Residenciasetc.)"
,,"Distrito de Riego 049, Río Verde"
,,"Distrito de Riego 092, Ébano"
,Subdirección Técnica,Subdirección Técnica
,,Aguas Subterráneas
,,Aguas Superficiales
,,Previsión Meteorológica
,,Laboratorio
,,Observatorio de San Luis
,,Observatorio de Matlapa
,,Observatorio de Rioverde
,"Subdirección de Consejos de Cuenca, Gestión Social y Atención a Emergencias",Subdirección de Consejos de Cuenca
,Protección a la Infraestructura y Atención a Emergencias,PIAE
,Centro Regional de Atención a Emergencias,CRAE
Organismo de Cuenca Balsas,Dirección de Administración,Recursos Financieros
,,Recursos Humanos
,,Recursos Materiales
,,Tecnologias de la Información y Comunicaciones
,Dirección Técnica,Laboratorio de Cuenca Balsas
,Dirección General,Dirección General
,Dirección de Administración del Agua,Dirección de Administración del Agua 
,,Centro Integral de Servicios
,Dirección de Recaudación y Fiscalización,Dirección de Recaudación y Fiscalización
,Dirección de Infraestructura Hidroagricola,Dirección de Infraestructura Hidroagricola 
,,PIAE 
,Dirección de Asuntos Juridicos,Dirección de Asuntos Juridicos
,Subdirección de Consejos de Cuenca y Cultura del Agua,Subdirección de Consejos de Cuenca y Cultura del Agua
,"Dirección de Agua Potable, Drenaje y Saneamiento","Dirección de Agua Potable, Drenaje y Saneamiento"
,Dirección Técnica,Dirección Técnica
,,Meteorologico de Cuernavaca Morelos
,Dirección de Infraestructura Hidroagricola,Distrito de Riego 016
,Dirección Técnica y Dirección de Administración del Agua,Meteorologico de Huajuapan de León Oaxaca 
,,CIS de Huajuapan de León Oaxaca
Dirección Local Chihuahua,Dirección Local,Dirección
,Subdirección de Enlace Administrativo,Enlace Administrativo
,,Recursos Financieros
,,Recursos Materiales
,,Recursos Humanos
,,Almacen
,,Tecnologias de la Información y Comunicación
,Subdirección de Recaudación y Fiscalización,Recaudacion y Fiscalización
,"Subdirección de Consejos de Cuenca, Gestión Social y Atención a Emergencias","Consejos de Cuenca, Gestión Social y Atención a Emergencias"
,,PIAE
,"Subdireccion de Agua Potable, Drenaje y Tratamiento","Agua Potable, Drenaje y Tratamiento"
,Unidad Juridica,Unidad Juridica
,Subireccion de Administración del Agua,Administración del Agua
,,Inspección y Medición
,,Dictaminación
,,CIS
,,Archivo
,Subdirección Tecnica,Subdirección Técnica
,,Observatorio Meteorológico de Chihuahua
,,Observatorio Meteorológico de Parral
,,Observatorio Meteorológico de Nuevo Casas Grandes
,,Observatorio Meteorológico de Temosachi
,Residencia General de Infraestructura Hidroagrícola,Residencia General de Infraestructura Hidroagrícola
,,Distrito de Riego 005 y Residencia Delicias
,,Distrito de Riego 009 Valle de Juárez
,,Distrito de Riego 042 Buenaventura
,,Distrito de Riego 083 Papigochi
,,Distrito de Riego 089 El Carmen
,,Distrito de Riego 090 Bajo Río Conchos y Residencia Ojinaga
,,Distrito de Riego 103 Río Florido y Residencia 
,,Distrito de Riego 113 Camargo
Dirección Local Querétaro,Dirección Local,Jefatura de Departamento de la Unidad de Asuntos Jurídicos.
,Subdirección de Enlace Administrativo,Jefatura de Departamento de Recursos Materiales 
,,Jefatura de Departamento de Pogramación Presupuestal y Recursos Financieros
,,Enlace Personal
,,Enlace Informática
,Sudirección de Administración del Agua,"Jefatura de Departamento de Inspección, Medición y Calificación de Infracciones"
,,Jefatura de Departamento de Atención a Usuarios y Recaudación y Fiscalización
,Subdirección Técnica,Jefatura de Departamento de Aguas Superficiales e Ingeniería de Rios y del Contro de Previsión Meteorologica
,,Jefatura de De Departamento de Seguridad de Presas
,,Observatorio Meterológico Querétaro
,Subdirección de Infraestructura Hidroagrícola,Jefatura de Despartamento de Infraestructura y Atención a Emergencias. 
,,Jefatura de Departamento de Contratación de Obra
,,Jefatura de Proyecto de Inversiones Hidroagricolas
,Distrito de Riego No. 23,Jefatura de Departamento de Distrito de Riego No. 023 
,,Subjefatura de Distrito de Riego y Conservación No. 023
,,Subjefatura de Distrito de Riego y Operación No. 023
,"Subdirección de Consejos de Cuenca, Gestión Social y Atención a Emergencias",Seguimiento de Programas Federalizados
Organismo de Cuena Golfo Norte,Dirección General,Dirección General
,,Comunicación Social
,Dirección de Administración,Dirección de Administración
,Dirección de Administración Zona sur,Enlace Zona sur
,,Enlace Zona sur
,,Enlace Zona sur
,Dirección de Administración,Recursos Financieros
,,Informática y Telecomunicaciones
,,Materiales y Servicios Generales
,,Personal
,Dirección de Administración del Agua,Dirección de Administración del Agua
,,Oficina Enlace NL Zona sur
,,Calificación de Infracciones
,,Archivo
,,Dictaminación
,Dirección de Administración del Agua Zona sur,Dictaminación
,,Dictaminación
,Dirección de Administración del Agua,Inspección y Medición 
,,CIS
,"Dirección de Agua Potable, Drenaje y Saneamiento","Dirección de Agua Potable, Drenaje y Saneamiento"
,,"Agua Potable, Drenaje y Saneamiento"
,,Apoyo de Organismos Operadores
,,Desinfección del Agua
,,Estudios y Proyectos Ejecutivos
,Dirección de Asuntos Jurídicos,Dirección de Asuntos Jurídicos
,Dirección de Asuntos Jurídicos Zona Sur,Dirección de Asuntos Jurídicos
,Dirección de Asuntos Jurídicos,Departamento de lo Consultivo
,Dirección de Recaudación y Fiscalización,Dirección de Recaudación y Fiscalización
,Dirección de Recaudación y Fiscalización Zona sur,Dirección de Recaudación y Fiscalización
,Dirección de Recaudación y Fiscalización,Fiscalización
,,Recaudación
,Dirección Técnica,Dirección Técnica
,,Seguridad de Presas
,,Aguas Subterráneas
,,Servicio Meteorológico Nacional
,,Aguas Superficiales
,Dirección Técnica Zona sur,Aguas Superficiales
,,Aguas Superficiales
,,Administrativo
,,SMN RADAR
,Dirección Técnica,SMN Observatorio Meteorológico cd. Victoria
,,SMN Observatorio Meteorológico Soto la Marina
,,SMN Observatorio Meteorológico  Altamira
,Dirección Técnica Zona sur,Laboratorio Regional Calidad del Agua
,,Laboratorio Regional Calidad del Agua
,Dirección Técnica,Oficina Enlace NL Zona sur
,Dirección de Infraestructura Hidroagrícola,Dirección de Infraestructura Hidroagrícola
,,Unidad Licitadora - Residencia General
,,Operación y Conservación de Presas y de Bombeo
,,Distritos de Riego y Temporal Tecnificado
,Coordinación de Protección a Infraestructura y Atención a Emergencias,BRIGADA PIAE
,,BRIGADA PIAE
,Distrito de Temporal Tecnificado 010 San Fernando,Jefatura de Distrito
,Distrito de Riego 092 Río Pánuco Unidad Chicayán,Jefatura de Distrito
,,Subjefatura de operación
,,Subjefatura de Administración
,,Subjefatura de Conservación
,,Ingeniería de Riego y Drenaje
,Distrito de Riego 002 Mante y 029 Xicoténcatl,Jefatura de Distrito
,,Subjefatura de Operación
,,Subjefatura de Administración
,,Subjefatura de Conservación
,Distrito de Riego 092 Río Pánuco Unidad Animas,Jefatura de Distrito
,,Subjefatura de Operación
,,Subjefatura de Administración
,,Subjefatura de Conservación
,,Ingeniería de Riego y Drenaje
,Distrito de Riego 086 Río Soto la Marina,Jefatura de Distrito
,,Subjefatura de Operación
,,Subjefatura de Administración
,,Subjefatura de Conservación
,,Ingeniería de Riego y Drenaje
Organismo de Cuenca Lerma Santiago Pacífico,Dirección de Administración del Agua,Dirección de Administración del Agua
,,Dictaminación y Titulación
,,Cis
,,Inspección y Medición
,,Calificación de Infracciones
,Dirección de Administración,Dirección de Administración
,,Recursos Humanos
,,Recursos Financieros
,,Recursos Materiales
,,Informática y Telecomunicaciones
,,Contratación de Obra Pública
,Dirección Técnica,Dirección Técnica
,,Aguas Subterraneas
,,Aguas Superficiales
,,Calidad del Agua
,,Meteorología
,Dirección de Infraestructura Hidroagricola,Dirección de Infraestructura Hidroagricola
,,Infraestrutura de Protección a Centros de Población
,,Rehabilitación de Presas
,,Devolición de Agua en Bloque a Distritos de Riego
,,Apoyo a la Infraestructura Unidades de Riego
,,Apoyo a la Infraestructura Distritos de Riego
,Organo Interno de Control,Organo Interno de Control
,Distrito de Riego 013,Distrito de Riego 013
,Dirección de Asuntos Jurídicos,Dirección de Asuntos Jurídicos
,,Contencioso
,,Consultivo
,Dirección de Agua Potable Drenaje y Saneamiento,Dirección de Agua Potable Drenaje y Saneamiento
,,Zonas Rurales
,,Estudios y Proyectos
,,Programas PRODDER y PROSANEAR
,,Coordinación del Rio Verde
,Dirección de Recaudación y Fiscalización,Dirección de Recaudación y Fiscalización
,,Fiscalización
,,Recaudación
,Dirección General,Dirección General
,Observatorio Colomos ,Observatorio Colomos 
,Observatorio Cd. Guzmán ,Observatorio Cd. Guzmán 
,Observatorio Lagos de Moreno ,Observatorio Lagos de Moreno 
,Observatorio Colotlán ,Observatorio Colotlán 
,Centro Regional de Atención a Emergencias,Centro Regional de Atención a Emergencias
,Distrito de Riego 013 Ocotlán ,Distrito de Riego 013 Ocotlán 
,Distrito de Riego 013 Lagos de Moreno,Distrito de Riego 013 Lagos de Moreno
,"Distrito de Riego 093, Tomatlán","Distrito de Riego 093, Tomatlán"
,"Distrito de Riego 094, El Grullo","Distrito de Riego 094, El Grullo"
,Presa Cajón de Peña,Presa Cajón de Peña
,Presa Trigomil,Presa Trigomil
,Presa La Pólvora,Presa La Pólvora
,Unidad de Riego Ameca Distrito de Riego 013,Unidad de Riego Ameca Distrito de Riego 013
Organismo de Cuenca Aguas del Valle de México,Dirección General,Dirección General
,Organo Interno de Control,Organo Interno de Control
,Dirección de Asuntos Jurídicos,Dirección de Asuntos Jurídicos
,,Jefatura de lo Contencioso
,,Jefatura de lo Consultivo
,Dirección de Administración del Agua,Dirección de Administración del Agua
,,Subgerencia de Recaudación y Medición
,,Subgerencia de Atención a Usuarios
,,Centro Integral de Servicios
,,Area de Notificadores de la Dirección de Administración del Agua
,,Archivo de Concentración de la Dirección de Administración del Agua
,,Departamento de Medición de Entrega de Agua en Bloque
,Dirección de Administración,Dirección de Administración
,,Subgerencia de Recursos Financieros
,,Subgerencia de Recursos Financieros / Ventanilla Unica
,,Subgerencia de Recursos Materiales
,,Subgerencia de Programación y Presupuesto
,,Subgerencia de Personal / Pagaduria Churubusco
,,Informática
,,Subdirección de Asistencia Técnica
,,Subgerencia de Programación y Presupuesto / Archivo
,,Subgerencia de Recursos Materiales / Almacen Lomas Estrella
,,Subgerencia de Recursos Materiales / Almacen Barrientos
,,Subgerencia de Recursos Materiales / Almacen Cutzamala
,,Subgerencia de Personal
,,Informática
,,Subgerencia de Personal/ Relaciones Laborales  / Chiconautla
,,Subgerencia de Personal / Pagaduria Lomas Estrella
,,Subgerencia de Personal / Pagaduria Barrientos
,,Subgerencia de Personal / Pagaduria Cutzamala
,Dirección de Agua Potable Drenaje y Saneamiento,Dirección de Agua Poptable Drenaje y Saneamiento
,,Subgerencia de Abastecimiento de Agua Potable
,,Subgerencia de Normatividad de Obras Públicas
,,Laboratorio de Control de Calidad de Materiales
,,Residencia General Macrocircuito
,, Residencia General de Operación Sistema Cutzamala
,,Residencia General de Obras Sistema Cutzamala
,,Residencia General de Operación Zona Norte
,,Residencia General PAI Zona Norte
,,Residencia General de Operación Zona Sur
,,Residencia General PAI Zona Sur
,,Planta Potabilzadora Madin 
,,Planta de Remocion de Fierro y Manganeso
,,Ramal Peñon - Texcoco
,,Presa Chilesdo 
,,Ramal Teoloyucan
,,Presa Valle de Bravo 
,,Presa del Bosque  
,,Presa Tuxpan  
,,Presa Ixtapan del Oro  
,,Presa Villa Victoria 
,,Cruz de la Mision - Lerma  
,,Dos Rios - Huixquilucan  
,,El Arco - Valle De Bravo  
,,La Caldera 
,,Residencia Los Reyes F.C.
,,Ramal Tizayuca
,,Planta Coyotepec
,,Presa Colorines 
,,Tanque Santa Isabel 
,,Tanque Pericos 
,,Residencia Ecatepec
,,Planta de Rebombeo - Tulpetlac
,,Planta de Rebombeo - El Risco
Organismo de Cuenca Aguas del Valle de México - Unidad Administrativa Aragón,Dirección de Recaudación y Fiscalización,Dirección de Recaudación y Fiscalización
,,Dirección De Recaudación Y Fiscalización (Centro Integral de Sevicios)
,Dirección Técnica,Dirección Técnica
,,Gerencia Técnica
,,Subgerencia de Hidrología e Ingeniería de Ríos
,,Subgerencia del Consultivo Técnico y Normas
,,Subgerencia de Estudios y Proyectos
,,Laboratorio de Ánalisis Fisicoquímicos y Bacteriológicos de Lomas Estrella
Organismo de Cuenca Aguas del Valle de México,Dirección de Infraestructura Hidoagricola,Dirección de Infraestructura Hidoagricola
,,Subgerencia de Infraestructura Hidraulica y Sistemas de Tratamiento
,,Subgerencia de Infraestructura Hidraulica y Sistemas de Tratamiento  / Planta de Tratamiento de Aguas Negras
,,Subgerencia de Desarrollo Agricola y Forestal
,,Subgerencia de Desarrollo  Agricola y Forestal -  C.E.M.C.A.S.
,,Subgerencia de Desarrollo  Agricola y Forestal - Vivero El  Ranchito
,,Subgerencia de Apoyo a la Operación de Unidades y Distritos de Riego
,,Residencia General Lumbrera 7  Zumpango
,Coordinación de Atención de Emergencias y Consejos de Cuenca,Coordinación de Atención de Emergencias y Consejos de Cuenca - Aragon
,,Protección a la Infraestructura y Atención a Emergencias - Aragón
,,Consejos de Cuenca - Aragón
,,Cultura del Agua - Aragón
,,Coordinación de Atención de Emergencias y Consejos de Cuenca - Lomas Estrella
,,Coordinación de Atención de Emergencias y Consejos de Cuenca - Tultitlan Barrientos
,,Coordinación de Atención de Emergencias y Consejos de Cuenca - Sistema Cutzamala
,,Coordinación de Atención de Emergencias y Consejos de Cuenca - Centro del Lago de Texcoco
,,Coordinación de Atención de Emergencias y Consejos de Cuenca - C.R.A.E.
Organismo de Cuenca Frontera Sur,Dirección de Administración,Dirección de Administración
,,Departamento de Personal
,,Departamento de Recursos Materiales
,,Departamento de Recursos Financieros
,,Tecnologías de la Información y Comunicaciones
,,Dirección de Administración del Agua
,,Departamento de Inspección y Medición
,,Normatividad y Procedimientos
,,Centro Integral de Servicios
,,Centro Integral de Servicios Tapachula
,"Dirección de Agua Potable, Drenaje y Saneamiento","Dirección de Agua Potable, Drenaje y Saneamiento"
,,Residencia de Construcción
,,Contratación de Obra Pública
,Dirección de Asuntos Jurídicos,Dirección de Asuntos Jurídicos
,,Departamento de lo Contencioso
,Dirección de Recaudación y Fiscalización,Dirección de Recaudación y Fiscalización
,Dirección General,Dirección General
,Dirección Técnica,Calidad del Agua e Impacto Ambiental
,,Centro Hidrometeorológico Regional
,,Observatorio Meteorológico Tuxtla Gutiérrez
,,Observatorio Meteorológico Arriaga
,,Observatorio Meteorológico Comitán
,,Observatorio Meteorológico San Cristóbal de las Casas
,,Observatorio Meteorológico Tapachula
,Dirección de Infraestructura Hidroagrícola,Dirección de Infraestructura Hidroagrícola
,,Distrito de Temporal Tecnificado 006 Acapetahua
,,Distrito de Temporal Tecnificado 017 Tapachula
,,Distrito de Temporal Tecnificado 011 Margaritas – Comitán
,,Distrito de Riego 101 Cuxtepeques
,,Distrito de Riego 059 Río Blanco
,,Distrito de Riego 046 Cacahoatan-Suchiate
805 Organismo de Cuenca Golfo Centro,Dirección General,Dirección General
,,Secretaría Técnica
,Dirección Técnica,Aguas Superficiales e Ingeniería de Ríos
,,Aguas Subterráneas
,,Calidad del Agua
,,Unidad de Hidrometeorología
,,Observatorio Meteorológico de Xalapa
,,Laboratorio Regional de Calidad del Agua
,,Presa Cerro de Oro “Miguel de la Madrid Hurtado”
,,Centro Hidrometeorológico Regional Boca del Río
,,Estación de Radiosondeo
,,Observatorio Meteorológico de Orizaba
,,Observatorio Meteorológico de Veracruz
,,Observatorio Meteorológico de Tuxpam
,,Observatorio Meteorológico de Coatzacoalcos
,Dirección de Infraestructura Hidroagrícola,"Distrito de Temporal Técnificado 003, Tesechoacan"
,,"Distrito de Riego 082, Río Blanco, Modulo Joachin"
,,Dirección
,,Coordinaciónde Distritos y Unidades de Riego
,,Brigada de Protección a la Infraestructura y Atención a Emergencias
,Dirección de Agua Potable Drenaje y Saneamiento,Dirección
,,Residencia Especializada de Mantenimiento y Conservación.
,,Residencia General Acueducto Uxpanapa - La Cangrejera
,,Residencia de Obr Electromecanica
,,Planta de Bombeo número 1
,,Planta de Bombeo número 2
,,Planta de Bombeo número 3
,Dirección de Administración del Agua,Dirección
,,Centro Integral de Servicios
,,Servicios a Usuarios
,,Titulación y Registro
,,Inspección y Medición
,,Ventanilla Única de Coatzacoalcos
,,Ventanilla Única de Orizaba
,,Ventanilla Única de Tuxpam
,,Ventanilla Única de Ciudad Alemán
,,Archivo de Administración del Agua
,Dirección de Asuntos Jurídicos,Dirección
,,Tenencia de la Tierra y Patrimonio Inmobiliario
,,Consultivo y Transparencia y Acceso a la Información
,Dirección de Administración,Dirección
,,Recursos Materiales
,,Recursos Financieros
,,Programación y Presupuesto
,,Tecnología de la Información y Comunicaciones
,Dirección de Recaudación y Fiscalización,Dirección
,,Recaudación y Control
,Organo Interno de Control,Dirección
,,Auditoría
Organismo de Cuenca Noroeste ,Dirección General,
,Dirección de Administración,Personal
,,Recursos Financieros
,,Recursos Materiales
,,Tecnologías de la Información
,"Dirección de Agua Potable, Drenaje y Saneamiento",
,Dirección Técnica,Servicio Meteorologico Nacional
,,Laboratorio Calidad del Agua
,,Observatorio de Hermosillo
,,Observatorio de Obregón
,,Observatorio de Empalme
,,Observatorio de Puerto Peñasco
,,Observatorio de Altar 
,,Observatorio de Nacozari
,,Meteorología OCNO
,Dirección de Administración del Agua,Consejos  de  Cuenca
,Dirección de Asuntos Juridicos,
,Dirección de Administración del Agua,Dictaminación
,,Inspección y Medición
,,Calificacion de infracciones 
,,Ventanilla
,,Ventanilla
,Dirección de Recaudación y Fiscalización,
,Dirección de Infraestructura Hidroagricola,CRAE Y PIAE
,,PIAE
,,Distrito de Riego 051
,,Distrito de Riego 084 Valle de Guaymas
,,Distrito de Riego 018 Colonias Yaquis
,,Distrito de Riego 041 Río Yaqui
,,Residencia General Valle del Yaqui
,,Distrito de Riego 038 Río Mayo
,,Residencia General Fuerte Mayo
,,Distrito de Riego 037 Altar Pitiquito
Organismo de Cuenca Península de Baja California ,Dirección General ,Dirección General 
,Dirección de Asuntos juridicos ,Dirección 
,,Departamento de lo Consultivo 
,,Departamento de Asuntos Penales 
,,Departamento de Asuntos Civiles y Contratos
,,Departamento de Asuntos de Rec de Revision y Rec Admiistrativos
,Dirección Técnica ,Dirección 
,,Departamento de Aguas Superficiales 
,,Departamento de Aguas Subterraneas
,,Departamento de Saneamiento y Calidad del Agua 
,,Departamento de Servicio Metereologico Nacional 
,,Departamento del Sistema de Información Geografica del Agua 
,,Observatorio Metereologico Nuevo Leon 
,,Observatorio Metereologico San Felipe 
,Dirección de Administración del Agua ,Dirección 
,,Departamento de Titulación 
,,Departamento de Medición e Inspección
,,Departamento de Servicios a Usuarios 
,,Departamento de Dictaminación 
,Dirección de Administración ,Dirección 
,,Recursos Financieros 
,,Recursos Materiales
,,Recursos Humanos 
,,Coordinación de Tecnologías de la Información y Comunicaciones 
,Dirección de Fiscalización y Recaudación ,Dirección 
,,Departamento de Liquidación 
,,Departamento de Fiscalización
,Dirección de Agua Potable y Saneamiento ,Dirección 
,,Programa PAS y PRODER
,,Departamento de Revisión y Validación Técnica de Proyectos 
,,Departamento de Organismos Operadores 
,,Departamento de Avance Fisico y Financiero de Obras 
,Dirección de Infraestructura Hidroagrícola,Dirección 
,,Departamento de Estudios y Proyectos 
,,Departamento deOperación y Coservación de Presas y Plantas de Bombeo 
,,Presa El Carrizo 
,,Presa Emilio Lopez Zamora 
,Distrito de Riego 014 Río Colorado ,Unidad de Hidrometria 
,,Represo 4+100
,,Almacen de Pozos 
,,Segunda Unidad km 43 
,,Tercera Unidad km 57 
,,Represo Galeana 
,,Represo Matamoros 
,Oficinas Auxiliares de Tijuana ,Oficinas Auxiliares de Tijuana 
,Oficinas auxiliares de Ensenada ,Oficinas auxiliares de Ensenada 
Organismo de Cuenca Pacífico Norte,Dirección General,
,Dirección de Administración,Recursos Materiales
,,Personal
,,Financieros
,,Informática
,Dirección de Administración del Agua,CIS
,,Dictaminación
,,Medición e Inspección
,,Ventanilla Mazatlán
,Dirección Técnica,Aguas Superficiales
,,Aguas Subterraneas
,,Observatorio Mazatlán
,,Observatorio Choix
,,Observatorio Culiacán
,,Laboratorio Culiacán
,,Radar Guasave
,Dirección de Infraestructura Hidroagrícola,Operación de Distritos de Riego
,,Conservación de Distritos de Riego
,,Apoyo a la Infraestructura Hidroagrícola
,,Rehabilitacion de Presas
,,Distrito de Riego 010 (Culiacán)
,,Distrito de Riego 076 (Carrizo)
,,Distrito de Riego 075 (Los Mochis)
,,Distrito de Riego 063 (Guasave)
,,Distrito de Riego 074 (Guamuchil)
,,Distrito de Riego 109 (Eldorado)
,,Distrito de Riego 108 (La Cruz)
,,Distrito de Riego 111 (Villa Unión)
,,V Unidad Distrito de Riego 010 Angostura
,,I Unidad del Distrito de Riego 010 Navolato
,,IV Unidad del Distrito de Riego 010 El Tamarindo
,,BPIAE
,,CRAE Mazatlán
,,CRAE Los Mochis
,Dirección de Agua Potable,Organismos Operadores
,,Agua Limpia y Cultura del Agua
,,Programamas Rurales y Urbanos
,Dirección de Asuntos Jurídicos,Tenencia de la Tierra
,,Contencioso
,,Consultivo
,Dirección de Recaudación y Fiscalización,
,Organo Interno de Control,
Organismo de Cuenca Península de Yucatán,Dirección General,Dirección General
,Dirección de Administración,Dirección de Administración
,,Recursos Materiales
,,Recursos Financieros
,,Personal
,,TICS
,Dirección de Infraestructura Hidroagrícola,Dirección de Infraestructura Hidroagrícola
,, Unidades de Riego de Yucatán
,,Apoyo Operativo 
,Dirección de Administración del Agua,Dirección de Administración del Agua
,,Ventanilla Unica
,,Dictaminación
,,Visitas de Inspección
,,Calificación de Infracciones
,Dirección de Asuntos Jurídicos,Dirección de Asuntos Jurídicos
,"Dirección de Agua Potable, Drenaje y Saneamiento","Dirección de Agua Potable, Drenaje y Saneamiento"
,,Prodder Y Proagua
,,Acciones De Desinfeccion Y Prosanear
,,Convocatorias Y Expedientes De Obra 
,,Estudios Proyectos
,Dirección de Recaudación y Fiscalizacion,Dirección de Recaudación y Fiscalizacion
,,Recaudación
,,Fiscalización
,Dirección Técnica,Dirección Técnica
,,Aguas Superficiales
,,Aguas Subterráneas
,,Calidad del Agua
,,Laboratorio Regional de Calidad del Agua
,,Meteorologia
,"Consejos de Cuenca, Planificación Hídrica y Comunicación Social","Consejos de Cuenca, Planificación Hídrica y Comunicación Social"
,Protección a Infraestructura y Atención de Emergencias (PIAE),Protección a Infraestructura y Atención de Emergencias (PIAE)
,Dirección de Infraestructura Hidroagrícola,Distrito de Riego 048 Oxkutzcab.
,,Distrito de Temporal Tecnificado 024 Zona Sur de Yucatán
,,Distrito de Temporal Tecnificado 008 Oriente de Yucatán
,Dirección Técnica,Observatorio Mérida
,,Observatorio Progreso
,,Observatorio Valladolid
DIRECCIÓN LOCAL TLAXCALA,OFICINA DE DIRECCIÓN,DESPACHO DE DIRECCIÓN
,SUBDIRECCIÓN DE ENLACE ADMINISTRATIVO,DEPARTAMENTO DE RECURSOS HUMANOS
,,DEPARTAMENTO DE RECURSOS MATERIALES
,,DEPARTAMENTO DE RECURSOS FINANCIEROS
,,TECNOLOGIAS DE LA INFORMACIÓN Y COMUNICACIONES
,UNIDAD JURIDICA,DESPACHO DE UNIDAD JURIDICA
,SUBDIRECCIÓN DE ADMINISTRACIÓN DEL AGUA,INSPECCIÓN Y MEDICIÓN
,,CALIFICACIÓN DE INFRACCIONES Y ANALISIS DE INFORMACIÓN
,,OFICINA DE SUBDIRECCIÓN
,,CENTRO INTEGRAL DE SERVICIOS
,,DICTAMINACIÓN Y TITULACIÓN
,SUBDIRECCIÓN TÉCNICA,OFICINA DE SUBDIRECCIÓN
,,AREA TÉCNICA
,,"AREA DE AGUA POTABLE, DRENAJE Y SANEAMIENTO"
,,OBSERVATORIO METEOROLÓGICO DE TLAXCALA
,UNIDAD DE RECAUDACIÓN,OFICINA DE RECAUDACIÓN
,SUBDIRECCIÓN DE INFRAESTRUCTURA HIDROAGRICOLA,DISTRITO DE RIEGO 056 ATOYAC-ZAHUAPAN
,"SUBDIRECCIÓN DE CONSEJOS DE CUENCA, GESTION SOCIAL Y ATENCION A EMERGENCIAS",CONSEJOS DE CUENCA
,,PROTECCIÓN A LA IFRAESTRUCTURA
